Id,Label,timeset,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,indegree,outdegree,Degree
Gabriel84644247,,,16,0.1195,0.145986,3,4,1,4,5
mfernandoff,,,0,0,0,0,4,1,0,1
nanDoWalkerEC,,,2,0.666667,0.75,0.5,4,1,1,2
marielamona70,,,13,0.195459,0.291143,293877.869932,4,225,33,258
EcuatorianaLey,,,0,0,0,0,4,1,0,1
UnTatuador,,,0,0,0,0,181,3,0,3
Ricky010899,,,19,0.119677,0.16964,30.790321,7,1,3,4
Wilmandrade,,,16,0.150059,0.210491,7343.939363,7,11,7,18
patriciaarmijo6,,,16,0.119172,0.143834,0,2,0,3,3
mariafernandamp,,,0,0,0,0,2,2,0,2
PABLITOQO,,,1,1,1,0,26,0,1,1
ChrisGFA,,,22,0.086235,0.106741,739.992857,7,3,4,7
LuisCubillosGye,,,17,0.113224,0.144278,8443.983333,4,35,5,40
mattabad,,,20,0.109727,0.154851,7041.254768,2,15,7,22
rjvillamagua,,,0,0,0,0,2,1,0,1
gracemargatita,,,19,0.117452,0.174946,3594.61451,7,1,11,12
nicolasrmunoz,,,19,0.120661,0.172241,6855.522159,2,9,3,12
sjaramillo73,,,0,0,0,0,2,1,0,1
cesarmontufar,,,0,0,0,0,112,14,0,14
DayanaLeonF,,,0,0,0,0,2,2,0,2
CarlosTigreroB,,,16,0.119439,0.145279,0,3,0,4,4
jaimenebotsaadi,,,0,0,0,0,3,7,0,7
Papu_Figueroa,,,1,1,1,0,4,0,1,1
IsaRumbea,,,14,0.156288,0.196345,0,137,0,5,5
cesarnavegador,,,0,0,0,0,137,1,0,1
RebecaMorla,,,0,0,0,0,137,41,0,41
JuanPabloC1,,,4,0.470588,0.614583,71.5,181,2,3,5
Carlota68077834,,,15,0.154032,0.200893,0,4,0,6,6
LuisaMaldonadoM,,,0,0,0,0,4,281,0,281
ColomaGaibor,,,16,0.134034,0.180608,0,26,0,14,14
carlossagnay,,,19,0.115003,0.159271,556567.400735,9,48,7,55
Mauriciomord,,,18,0.120172,0.160708,0,137,0,11,11
rompecabezas24,,,0,0,0,0,137,1,0,1
Informa_EC,,,0,0,0,0,137,1,0,1
MaferSuasnavas,,,1,1,1,1,112,1,1,2
socialholico,,,0,0,0,0,4,21,0,21
notimundoec,,,1,1,1,4.5,137,6,1,7
AzuayPrefectura,,,0,0,0,0,137,2,0,2
Moonfire8_,,,19,0.117743,0.170916,0,2,0,10,10
ysncpp,,,2,0.8,0.875,0,2,1,3,4
masoltrujillo1,,,2,0.75,0.833333,2.5,2,1,2,3
JayJayTi,,,18,0.130881,0.206789,81548.948157,7,74,17,91
cahuenas,,,1,1,1,2.333333,2,3,1,4
elprofe_ivan,,,0,0,0,0,2,1,0,1
daanelalejandro,,,1,1,1,2,2,2,1,3
ChumelTorres,,,0,0,0,0,2,1,0,1
lacotorrisa,,,0,0,0,0,2,1,0,1
whosthisklinger,,,0,0,0,0,2,2,0,2
auraneurotica,,,0,0,0,0,2,5,0,5
BryanMerejildo,,,16,0.122133,0.155377,0,4,0,6,6
jimmyjairala,,,0,0,0,0,2,4,0,4
enriquemenoscal,,,0,0,0,0,4,3,0,3
tomlopez_,,,16,0.119141,0.145497,151.191667,4,1,5,6
dbeltranlqac,,,19,0.121052,0.179132,0,7,0,7,7
ivanstalyn,,,0,0,0,0,7,1,0,1
verorivadeneira,,,18,0.129202,0.194353,5498.686049,112,13,13,26
daph_moran,,,1,1,1,0,16,0,1,1
Samanthaveas,,,0,0,0,0,16,1,0,1
marcelavelezl,,,16,0.119567,0.147676,0,4,0,6,6
udecuenca,,,0,0,0,0,17,2,0,2
jerves_m,,,0,0,0,0,4,1,0,1
augustahermida,,,0,0,0,0,4,1,0,1
castle_oz,,,1,1,1,0,18,0,3,3
AleDelaRosa__,,,0,0,0,0,18,1,0,1
alanxelmundo,,,0,0,0,0,18,2,0,2
cinematictalk,,,0,0,0,0,18,1,0,1
mayracriss,,,1,1,1,3,9,11,1,12
rtorresabc123,,,1,1,1,0,19,0,1,1
mnl036,,,0,0,0,0,19,1,0,1
elsamurai2020,,,1,1,1,0,4,0,1,1
joseluisbsc9,,,1,1,1,0,3,0,3,3
andrescvchef,,,1,1,1,0,20,0,2,2
andreitalvarez1,,,0,0,0,0,20,1,0,1
Jbcv14,,,0,0,0,0,20,1,0,1
amcquito,,,1,1,1,11,9,2,6,8
PoliciaEcuador,,,0,0,0,0,9,26,0,26
Paulcoellosegar,,,0,0,0,0,9,1,0,1
josuealdaz,,,0,0,0,0,9,1,0,1
GabrielaObando,,,0,0,0,0,9,3,0,3
Inten_Pichincha,,,0,0,0,0,9,2,0,2
SeguridadeQuito,,,0,0,0,0,9,1,0,1
danielas3govia,,,16,0.132668,0.165927,0,4,0,5,5
darwin_orti,,,1,1,1,0,176,0,1,1
Caravana750,,,0,0,0,0,176,4,0,4
luish51,,,16,0.119186,0.143119,0,4,0,2,2
Soy_Revolucion5,,,0,0,0,0,4,36,0,36
BeardBodo,,,2,0.6,0.666667,20,176,2,1,3
AaronZequi,,,1,1,1,0.75,181,3,1,4
Raagsanc,,,0,0,0,0,3,1,0,1
PECHEREQUE,,,17,0.117344,0.137631,968.25,3,1,1,2
abdalabucaram,,,0,0,0,0,3,6,0,6
caedemmo,,,0,0,0,0,3,1,0,1
BarcelonaSC,,,0,0,0,0,2,9,0,9
cagongua,,,0,0,0,0,3,1,0,1
TCE_Ecuador,,,0,0,0,0,3,5,0,5
JusticiaEcuado3,,,0,0,0,0,3,1,0,1
ragran56,,,0,0,0,0,3,1,0,1
StanleyGomezR,,,0,0,0,0,3,1,0,1
fabricing,,,0,0,0,0,3,1,0,1
CrissSegarra,,,20,0.10419,0.141449,82.886996,26,6,9,15
SofiaRamirez_E,,,1,1,1,6127,7,4,1,5
Coffidi,,,22,0.086216,0.105976,666.112179,7,2,3,5
jcrespo90,,,1,1,1,0,181,0,2,2
PSantander27,,,1,1,1,0,21,0,1,1
paolakpm,,,0,0,0,0,21,1,0,1
aler89,,,16,0.119581,0.149677,0,4,0,8,8
JoanPanam,,,1,1,1,4.75,29,8,1,9
apmunozg,,,0,0,0,0,9,1,0,1
GrupoFARO,,,0,0,0,0,9,4,0,4
majestadradioec,,,0,0,0,0,9,2,0,2
linaorde,,,0,0,0,0,9,1,0,1
FCD_Ecuador,,,0,0,0,0,9,1,0,1
opcionsecuador,,,0,0,0,0,9,1,0,1
rayoazull,,,1,1,1,0,27,0,1,1
simonespinosa28,,,0,0,0,0,27,4,0,4
LorenaOrralaV,,,16,0.118985,0.141709,0,4,0,1,1
Renaces1,,,14,0.156488,0.197918,512.5,4,1,7,8
Mabetorres_,,,15,0.165723,0.216947,0,2,0,13,13
Flureon,,,1,1,1,40.7,26,8,3,11
aixaandrea24,,,18,0.124268,0.163383,1262.331664,7,9,4,13
camehd,,,17,0.131532,0.164335,46.25,2,1,4,5
BeingCris_,,,0,0,0,0,121,2,0,2
Alisson29178829,,,0,0,0,0,2,2,0,2
cafedeterelover,,,0,0,0,0,2,8,0,8
BenGuerrero16,,,14,0.164531,0.223455,316.541667,4,1,13,14
DesafioDerechos,,,20,0.106861,0.139196,23997.817857,7,35,4,39
DonBurroReal,,,17,0.113238,0.143801,3159.019048,181,10,5,15
Paulrecoon,,,2,0.6,0.666667,2,2,1,1,2
ChasinStefano,,,1,1,1,0,4,0,1,1
RCimbabura,,,16,0.119199,0.145277,2066.283009,4,9,4,13
UNESECUADOR,,,16,0.11911,0.144978,47936.223749,4,27,4,31
ChristianSaaCS,,,2,0.875,0.928571,6,121,2,7,9
dalemanec,,,15,0.152462,0.199245,0,26,0,9,9
steevenn7,,,21,0.104951,0.13662,2363.952564,181,9,1,10
Daenerys_90,,,14,0.166626,0.216084,6483.365401,26,4,9,13
skueffner,,,3,0.444444,0.541667,1,26,1,1,2
mlhidalgo,,,0,0,0,0,26,1,0,1
Kary_g90,,,15,0.15848,0.225208,9885.931869,26,13,22,35
getongab,,,0,0,0,0,26,1,0,1
AgustinLaje,,,0,0,0,0,26,1,0,1
vox_es,,,0,0,0,0,26,1,0,1
ediriomate,,,14,0.161895,0.221612,0,4,0,15,15
EvitaQC,,,0,0,0,0,112,2,0,2
andreitai,,,0,0,0,0,181,75,0,75
EnClavePolitik,,,15,0.136607,0.166416,18284.901027,2,25,5,30
JCPC_89,,,1,1,1,99.427381,4,182,2,184
PaolaCabezasC,,,2,0.75,0.833333,50.291667,4,40,2,42
marxalvar,,,14,0.157298,0.197487,0,4,0,5,5
ChinitoEscobar,,,1,1,1,0,7,0,2,2
TwiggyOrgana,,,0,0,0,0,7,2,0,2
Minuto19EC,,,0,0,0,0,7,1,0,1
robinquisoboni,,,1,1,1,0,22,0,6,6
SantiagMAndrade,,,0,0,0,0,22,1,0,1
kevinesck9,,,0,0,0,0,22,1,0,1
Vocero_Bitri,,,0,0,0,0,22,1,0,1
SociosNacional,,,0,0,0,0,22,1,0,1
nachotupapa50,,,0,0,0,0,22,1,0,1
82majiro,,,1,1,1,0,4,0,1,1
MateoCB97,,,1,1,1,0,4,0,1,1
rafaelahermida,,,16,0.139707,0.178242,0,7,0,3,3
Sebas04293653,,,18,0.128597,0.187726,287.361111,7,2,7,9
TeneRojas,,,13,0.17446,0.237392,0,4,0,15,15
ArauzRabascall,,,1,1,1,653.26912,4,239,2,241
LawLoreG,,,20,0.106981,0.138474,625,176,1,2,3
DavoZavo,,,19,0.119543,0.16768,1260,176,1,2,3
Bellavikina,,,16,0.139298,0.18218,0,4,0,10,10
ricuesta,,,0,0,0,0,4,1,0,1
YouTube,,,0,0,0,0,2,7,0,7
lepesOficial,,,1,1,1,0,23,0,1,1
kfcecuador,,,0,0,0,0,23,1,0,1
duval75,,,1,1,1,0,24,0,3,3
BuffaloBillsEsp,,,0,0,0,0,24,1,0,1
NFL,,,0,0,0,0,24,1,0,1
Auragalvis95,,,0,0,0,0,24,1,0,1
Pablo_Andrade_,,,1,1,1,0,4,0,1,1
robero_m_b,,,1,1,1,0,25,0,2,2
sanbenito,,,0,0,0,0,25,1,0,1
cesargarciarepo,,,16,0.133139,0.169845,0,26,0,8,8
CesarMontufar51,,,0,0,0,0,26,103,0,103
tefiarroyo,,,1,1,1,0,4,0,1,1
PipoZurita,,,2,0.6,0.666667,0,112,0,1,1
Expresoec,,,1,1,1,1157.38109,112,93,3,96
Hrendon70,,,16,0.119372,0.147486,0,3,0,6,6
lasos,,,0,0,0,0,3,1,0,1
MarieVelozS,,,2,0.714286,0.8,0,7,0,3,3
gugaplaza,,,0,0,0,0,7,1,0,1
jolismazon,,,20,0.106814,0.136862,4628.245985,137,6,1,7
wapj_08,,,22,0.096755,0.132916,0,27,0,11,11
iandrade82,,,0,0,0,0,27,29,0,29
Vynylplayer,,,21,0.104867,0.135024,866.785104,27,2,1,3
jankiOC,,,0,0,0,0,27,1,0,1
JeanMedinaZ,,,0,0,0,0,27,1,0,1
ByronJTL,,,0,0,0,0,27,1,0,1
Carlitalopz8,,,1,1,1,1,27,1,1,2
carmenl120,,,0,0,0,0,27,1,0,1
Lucimart17,,,0,0,0,0,27,1,0,1
Marthat120,,,0,0,0,0,27,1,0,1
MaraMo21lks,,,0,0,0,0,27,1,0,1
dianamacmor,,,23,0.0804,0.107815,0,26,0,12,12
IessGuayas,,,0,0,0,0,7,2,0,2
MACM2013,,,0,0,0,0,56,2,0,2
NathalyHolgui10,,,0,0,0,0,26,1,0,1
Josernandez1,,,0,0,0,0,137,11,0,11
CesarMongeO,,,1,1,1,0,26,3,1,4
Cristin78419617,,,18,0.153196,0.193948,0,7,0,6,6
maemily10,,,18,0.140308,0.187344,428965.796961,181,8,3,11
NenaCarrion31,,,19,0.11952,0.166897,378.980556,7,3,1,4
viancafran,,,17,0.117595,0.139209,2258.836905,112,6,2,8
majosetoledor,,,19,0.11961,0.168464,1118.03254,7,3,2,5
shesval_,,,17,0.13278,0.179192,9184.401646,27,22,6,28
alvaroandradeec,,,1,1,1,0,26,0,4,4
jalitzaromero,,,1,1,1,2,7,1,2,3
andrea_pmq,,,0,0,0,0,7,5,0,5
flaca0404,,,14,0.178257,0.262161,0,112,0,32,32
CompromisoRC,,,16,0.127171,0.173285,125391.043415,4,178,12,190
RicardoPatinoEC,,,0,0,0,0,4,6,0,6
pabelml,,,17,0.131043,0.168682,3139.234292,2,19,3,22
somos_rc,,,0,0,0,0,4,8,0,8
FrenteJovenesRC,,,0,0,0,0,4,5,0,5
virgiliohernand,,,0,0,0,0,4,13,0,13
jotalloretv,,,0,0,0,0,4,5,0,5
EbiCamacho1,,,0,0,0,0,112,1,0,1
AndresVergara,,,2,0.6,0.666667,401.303776,27,50,1,51
artumoscoso,,,0,0,0,0,27,228,0,228
DanteLucif,,,0,0,0,0,181,66,0,66
diegosalgadorib,,,0,0,0,0,26,34,0,34
ronaldherrera_,,,0,0,0,0,181,14,0,14
TheNowhereGirl_,,,20,0.106769,0.142959,85467.400971,181,145,7,152
cesarp92_,,,0,0,0,0,181,18,0,18
AlexitaRosero,,,0,0,0,0,112,1,0,1
EDISONSIITO,,,0,0,0,0,112,1,0,1
EJFrancoL1,,,15,0.134998,0.172523,323.102381,4,2,7,9
cedues,,,4,0.357143,0.466667,5,181,1,1,2
Gsopo,,,3,0.444444,0.541667,8,181,1,1,2
ynomazuero,,,14,0.168471,0.229582,0,4,0,10,10
RComunitariosEc,,,14,0.162045,0.212508,6400.952859,4,56,7,63
Meluzambrano,,,16,0.11997,0.145693,0,4,1,3,4
RUlcuangoF,,,18,0.105586,0.12204,35.219298,4,3,2,5
totoec,,,1,1,1,0,28,0,2,2
edanro90,,,0,0,0,0,28,1,0,1
Jaimefmacias,,,0,0,0,0,28,1,0,1
SandryLopezSuma,,,2,0.6,0.666667,0,29,0,1,1
Cevallosangela,,,16,0.135611,0.185709,3167.412299,26,6,12,18
GustavoLarreaSi,,,17,0.132736,0.193713,625899.196077,3,57,18,75
mariemolia,,,2,0.6,0.666667,1064.212349,181,234,1,235
Sirenisima,,,20,0.106843,0.136934,0,7,1,1,2
panchoteran,,,0,0,0,0,4,3,0,3
guiIIermoo,,,1,1,1,2,4,5,2,7
AXEA65,,,1,1,1,6.5,4,219,1,220
fernandosand,,,0,0,0,0,7,30,0,30
EnriqueChicaZ,,,2,0.666667,0.75,6229,121,1,1,2
Escribitor,,,0,0,0,0,4,1,0,1
jlgranda,,,0,0,0,0,4,1,0,1
viviana_bonilla,,,5,0.325301,0.438889,12074.704762,4,2,5,7
manuelyepez19,,,0,0,0,0,3,2,0,2
Twitter,,,0,0,0,0,3,3,0,3
DMollocana,,,20,0.103153,0.129986,1273,26,1,2,3
veector_ec,,,19,0.121527,0.191141,585.77381,3,1,20,21
SolCongrains,,,0,0,0,0,3,1,0,1
alfonso_saltos,,,1,1,1,3,3,4,1,5
ghidalgoandrade,,,22,0.086338,0.108483,35489.523218,27,94,4,98
GiovaAndradeS19,,,0,0,0,0,3,5,0,5
yuyalo,,,2,0.6,0.666667,3.666667,29,2,1,3
Danku_G,,,0,0,0,0,3,1,0,1
JordanEscuderoA,,,20,0.107845,0.145261,0,137,0,5,5
AlecCardenas,,,0,0,0,0,137,1,0,1
Jotaefel,,,19,0.11958,0.169121,23855.918831,7,61,3,64
roxyalmina,,,1,1,1,4,137,2,2,4
gabriel__11P,,,0,0,0,0,137,1,0,1
AlfreJavier,,,4,0.454545,0.616667,0,112,0,2,2
MargaritaCherrz,,,3,0.5,0.611111,3,112,1,1,2
malariash,,,1,1,1,0,4,0,1,1
TeodoroVega,,,1,1,1,0,3,0,2,2
ramirodiez,,,0,0,0,0,3,1,0,1
HiltonRosado,,,16,0.126208,0.155613,0,29,0,4,4
carlosferrin,,,0,0,0,0,29,36,0,36
mariansabateFM,,,0,0,0,0,29,1,0,1
Crismartapia,,,16,0.134482,0.169578,0,4,0,6,6
docmundele,,,18,0.112482,0.135256,0,7,0,1,1
EduarteDan,,,15,0.153324,0.211014,0,29,0,19,19
masusanar,,,0,0,0,0,29,2,0,2
Kev_Xav,,,0,0,0,0,29,1,0,1
Ecuasimpsons,,,0,0,0,0,29,1,0,1
versatil_1005,,,0,0,0,0,29,1,0,1
drar1992,,,0,0,0,0,29,1,0,1
fmolestinae,,,0,0,0,0,29,3,0,3
KevinRugel,,,0,0,0,0,29,1,0,1
alvarosam,,,0,0,0,0,29,1,0,1
ProfHoax__,,,0,0,0,0,29,6,0,6
Melicruza,,,21,0.093676,0.113446,67741.713828,181,143,1,144
VotoFamilia,,,15,0.12951,0.150772,5215.940509,29,53,2,55
KrystelisBack,,,15,0.13206,0.162318,2602.052381,29,9,7,16
AsoGuayas,,,0,0,0,0,29,1,0,1
DefensaCHQ,,,1,1,1,0,56,0,3,3
QuitenaLibre,,,0,0,0,0,56,3,0,3
NuevoQuito,,,0,0,0,0,56,1,0,1
darksideofsof,,,20,0.105533,0.135816,10861.662507,7,1,3,4
SoloEncuestasEC,,,0,0,0,0,7,1,0,1
CarlosT92731804,,,14,0.186085,0.241957,109.141667,26,1,10,11
ABorreroVega,,,1,1,1,27,26,7,4,11
Luisbeltre687,,,0,0,0,0,26,1,0,1
brisipin,,,1,1,1,3,26,1,1,2
donsari04,,,13,0.171084,0.22998,287.322222,4,1,17,18
37dukes81,,,14,0.203929,0.28892,881.78272,56,2,42,44
luz_ecuador,,,17,0.129988,0.164813,741.669946,27,3,6,9
christrealtor01,,,17,0.139423,0.194731,154.021825,137,1,13,14
crch76,,,22,0.087976,0.12571,0,7,0,15,15
LadyCronopia,,,0,0,0,0,26,2,0,2
CarinaVanceEC,,,1,1,1,0,7,1,1,2
chinogomez14,,,1,1,1,0,7,1,1,2
rgdelat,,,0,0,0,0,7,1,0,1
CAIZ_EC,,,0,0,0,0,7,1,0,1
AGSOEcuador,,,0,0,0,0,7,1,0,1
HolsteinEc,,,0,0,0,0,7,1,0,1
consejocamaras,,,0,0,0,0,7,1,0,1
CeEcuatoriano,,,0,0,0,0,7,1,0,1
Fedexpor,,,0,0,0,0,7,1,0,1
ExpofloresEc,,,0,0,0,0,7,1,0,1
Jeffjyg,,,1,1,1,22.733333,112,2,3,5
EnNeLiX,,,0,0,0,0,112,1,0,1
RomeoChica,,,1,1,1,2,3,1,2,3
DavidGuamanA,,,1,1,1,0,30,0,2,2
YBelen_,,,0,0,0,0,30,1,0,1
elladefiorella,,,0,0,0,0,30,1,0,1
ivanbuitron,,,23,0.079811,0.099688,0,27,0,6,6
DarwinHK,,,0,0,0,0,27,1,0,1
usembassyguate,,,0,0,0,0,27,1,0,1
GuatemalaGob,,,0,0,0,0,27,1,0,1
AztecaGuate,,,0,0,0,0,27,1,0,1
EduWalker,,,1,1,1,0,26,0,1,1
c_marcelo_,,,1,1,1,0,4,0,1,1
antoniosalazarv,,,19,0.119543,0.16768,0,7,1,3,4
FranFerreroMD,,,17,0.134126,0.19213,0,176,0,20,20
dulcecitodcoco,,,19,0.11961,0.168464,880.433333,176,2,2,4
laAnoukanushka,,,0,0,0,0,176,5,0,5
castillogalo,,,0,0,0,0,176,2,0,2
Namekusei,,,1,1,1,0,176,1,1,2
CholoRebelde,,,0,0,0,0,176,1,0,1
MoisesAbbud,,,0,0,0,0,176,1,0,1
ThorCordero,,,0,0,0,0,176,1,0,1
Elucho1987,,,16,0.140932,0.189651,202.15,4,1,12,13
edu_83_ec,,,0,0,0,0,176,1,0,1
DanielCuenca95,,,0,0,0,0,176,1,0,1
ntubay,,,0,0,0,0,176,1,0,1
luisalarconcr,,,1,1,1,4,176,2,3,5
Tenaz65088163,,,0,0,0,0,176,1,0,1
damianpepe,,,19,0.118832,0.16508,0,7,0,7,7
mariapazza,,,0,0,0,0,7,1,0,1
LoloMino,,,18,0.131612,0.192888,212902.84991,7,147,13,160
nessateran,,,0,0,0,0,7,1,0,1
joserafaelUF,,,0,0,0,0,7,1,0,1
la_andrepinos,,,22,0.089271,0.107051,8.2,7,1,1,2
vladimirvizcarr,,,16,0.120261,0.151284,0,4,0,7,7
B_MerchanjP,,,5,0.289474,0.356818,6.333333,4,1,2,3
David78891914,,,1,1,1,1.333333,4,1,2,3
XCH13,,,0,0,0,0,4,1,0,1
CrissChari,,,0,0,0,0,4,1,0,1
MariaGabyec85,,,0,0,0,0,4,1,0,1
DelBombilloAzul,,,0,0,0,0,4,1,0,1
tania_s19,,,1,1,1,0,7,4,1,5
rougehead,,,0,0,0,0,7,16,0,16
politikcorrecta,,,0,0,0,0,7,2,0,2
Mistermadeira,,,0,0,0,0,7,1,0,1
paulmenam,,,0,0,0,0,7,1,0,1
AguusCervi,,,1,1,1,0,31,0,1,1
Ailenm2302,,,0,0,0,0,31,1,0,1
noevenelle,,,1,1,1,0,4,0,1,1
JorgeArturoNar3,,,19,0.117593,0.160822,0,32,0,8,8
FreityT,,,0,0,0,0,32,1,0,1
GloriaAlvarez85,,,0,0,0,0,32,1,0,1
MamelaFialloFlo,,,0,0,0,0,32,2,0,2
libertopolis,,,0,0,0,0,32,1,0,1
AynRandLATAM,,,0,0,0,0,32,1,0,1
FtimaLugoPia1,,,0,0,0,0,32,1,0,1
AXELKAISER,,,0,0,0,0,32,1,0,1
martytaotavalo,,,1,1,1,0,87,0,1,1
elsuperazul,,,0,0,0,0,87,2,0,2
RandyTorresA,,,1,1,1,0,33,0,1,1
michaelgarciaj,,,0,0,0,0,33,1,0,1
patzu79,,,1,1,1,0,121,0,2,2
tinocotania,,,0,0,0,0,121,1,0,1
konstructor1,,,22,0.086644,0.106061,0,112,0,2,2
JohnTown_,,,21,0.094645,0.12122,989.533333,137,4,4,8
MscMinan,,,1,1,1,0,34,0,4,4
somosfedeguayas,,,0,0,0,0,34,1,0,1
DeporteEc,,,0,0,0,0,34,1,0,1
CNEGuayas,,,0,0,0,0,34,1,0,1
JoselitoPaladin,,,0,0,0,0,34,1,0,1
LunaAzulEc,,,17,0.140289,0.210914,3976.008575,3,1,20,21
NelaCede,,,0,0,0,0,3,1,0,1
QuitoInformado,,,0,0,0,0,2,3,0,3
MariaBelenArro1,,,16,0.149988,0.222079,538088.831653,9,80,20,100
LFMolinaO,,,2,0.888889,0.9375,12800.186844,4,44,7,51
paulcarraa,,,0,0,0,0,4,6,0,6
pequeandrea,,,18,0.134701,0.206847,132880.228818,7,12,14,26
DaniMSantacruz,,,0,0,0,0,7,8,0,8
walterjarao,,,1,1,1,0,2,0,2,2
el__dass,,,0,0,0,0,2,2,0,2
raul14543,,,16,0.118985,0.141709,0,56,1,1,2
CompromisoRC5,,,15,0.174294,0.247802,776.988131,4,3,21,24
paula_ecu,,,13,0.166972,0.213198,266.61641,4,1,8,9
RoxyVarasA,,,1,1,1,1,56,1,1,2
mbachelet,,,0,0,0,0,56,1,0,1
AndrsValarezo6,,,0,0,0,0,56,5,0,5
IvanEdu42814912,,,0,0,0,0,56,4,0,4
MiltonGustavoA1,,,0,0,0,0,56,3,0,3
aro_rojas,,,1,1,1,6,3,4,1,5
2020machala,,,0,0,0,0,56,2,0,2
JorgeUr42477372,,,0,0,0,0,56,2,0,2
XavierM70407711,,,1,1,1,3,56,2,2,4
Paeznt,,,0,0,0,0,56,4,0,4
DejemosM,,,0,0,0,0,56,4,0,4
ruteandolatino,,,20,0.111187,0.172124,4411.361324,27,6,18,24
carajo_vive,,,0,0,0,0,56,2,0,2
CarlinaHp,,,16,0.140004,0.181661,24.462406,4,1,6,7
djrmllc,,,17,0.127787,0.164652,105.438596,56,1,4,5
emyczavala_emma,,,1,1,1,0,56,1,1,2
MashiRodrigo,,,0,0,0,0,56,1,0,1
pepitajimenez03,,,1,1,1,0,56,1,1,2
charlie_gye,,,0,0,0,0,56,1,0,1
PerroNoyNo,,,0,0,0,0,56,1,0,1
jorgevale59,,,0,0,0,0,56,1,0,1
Arauz_Rabascall,,,19,0.092625,0.109179,657.4,4,4,2,6
NoMasTernurita,,,1,1,1,255.496627,27,55,2,57
salamandraec,,,23,0.079304,0.092737,2548.444444,27,9,1,10
KELVINGAME3,,,0,0,0,0,56,3,0,3
CarlaMaldonadoP,,,18,0.126055,0.181653,155.827808,9,1,13,14
EscotMartinez20,,,3,0.75,0.861111,0,4,0,9,9
Pichi0704,,,0,0,0,0,4,1,0,1
oswaldortizv,,,0,0,0,0,4,1,0,1
biological_dr,,,0,0,0,0,181,5,0,5
Marimarito,,,0,0,0,0,4,1,0,1
dmg1588,,,2,0.75,0.833333,10,7,4,2,6
Construye_Ecu,,,1,1,1,2,112,3,1,4
AguirreAndreD,,,2,0.6,0.666667,0,7,0,1,1
neurologiagye,,,19,0.122016,0.169813,0,56,0,2,2
fortalezaecu,,,1,1,1,0,26,1,1,2
poroporopopo,,,1,1,1,0,7,0,2,2
SimoneSimons,,,0,0,0,0,7,1,0,1
FreddyCuenca,,,1,1,1,0,35,0,1,1
coldplay,,,0,0,0,0,35,1,0,1
metalleomon,,,6,0.30303,0.423333,0,26,0,4,4
KattySha__,,,0,0,0,0,26,1,0,1
jookbe,,,5,0.347826,0.408333,16,26,1,1,2
escup1tajo_bebe,,,0,0,0,0,26,1,0,1
ecuainm_oficial,,,1,1,1,6338.977381,4,40,4,44
LA6MDG,,,0,0,0,0,3,3,0,3
jorgeriano29,,,1,1,1,0,3,0,2,2
andrscoronel,,,16,0.14952,0.195879,0,7,0,3,3
andresvillalvag,,,18,0.126267,0.16646,2,7,1,5,6
EdwingEncalada,,,17,0.144256,0.21078,642,7,1,15,16
ChichoAlexander,,,0,0,0,0,7,2,0,2
MachdeportesFM,,,1,1,1,2,7,2,1,3
oder79,,,0,0,0,0,7,1,0,1
Lucio,,,0,0,0,0,7,1,0,1
grupodeapoyopo2,,,18,0.125997,0.181012,0,3,0,13,13
radiosonorama,,,0,0,0,0,137,2,0,2
RadioVigia,,,0,0,0,0,3,1,0,1
RADIOAMERICAEC,,,1,1,1,1,3,1,1,2
LaRadioAsamblea,,,0,0,0,0,9,2,0,2
radiocentroec,,,0,0,0,0,3,1,0,1
IESSec,,,0,0,0,0,7,8,0,8
el_javU_U,,,1,1,1,0,4,0,1,1
marloncadenaec,,,17,0.137234,0.18782,0,7,0,4,4
ID12Ecuador,,,18,0.128609,0.186722,1330.770807,7,10,7,17
Jhosep1993,,,1,1,1,0,36,0,1,1
HAVC19,,,0,0,0,0,36,1,0,1
GOG33672576,,,1,1,1,0,26,0,1,1
wgomezr,,,16,0.119328,0.146443,0,4,0,5,5
Patox_92,,,1,1,1,0,26,0,1,1
patriciovimos88,,,1,1,1,0,26,0,2,2
santiagosierra1,,,0,0,0,0,26,1,0,1
edachiardi,,,1,1,1,0,37,0,1,1
jlab_87,,,0,0,0,0,37,1,0,1
jayatronic,,,12,0.218076,0.321848,1100418.231948,4,4,46,50
DDavidVillamar,,,1,1,1,0.916667,4,9,1,10
PabloRodAgreda,,,15,0.178232,0.251956,420902.146531,4,1,24,25
alberto_dahik,,,0,0,0,0,181,4,0,4
BladyHerrera,,,0,0,0,0,26,27,0,27
pameaguirre1,,,16,0.119065,0.144809,8808.017544,4,89,4,93
YoSoyLaAssange,,,15,0.146168,0.187642,110404.344031,4,51,8,59
gusanitaec,,,0,0,0,0,4,18,0,18
Jacky_EC,,,3,0.5,0.555556,304.430891,4,74,2,76
solbuendia,,,4,0.381818,0.472222,23940.304845,4,204,4,208
Mary_Elena_A,,,1,1,1,4,4,6,2,8
Maliz0512,,,13,0.191119,0.272373,403173.8775,4,14,29,43
alferdez,,,0,0,0,0,4,68,0,68
DamarisIntriago,,,13,0.175096,0.237189,37439.475195,7,51,14,65
RealEddieNaula,,,1,1,1,0,56,0,1,1
MunicipioQuito,,,0,0,0,0,56,7,0,7
jRodriguezECU,,,1,1,1,2,26,32,1,33
mariamercedes79,,,1,1,1,28,121,14,1,15
