Id,Label,timeset,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,indegree,outdegree,Degree
ariasnando,,,14,0.160181,0.21035,0,4,0,9,9
RobertR54949413,,,20,0.107534,0.143911,0,4,0,5,5
MonsyNieves,,,1,1,1,0,27,0,1,1
arisandoya2016,,,1,1,1,0,7,0,1,1
The_Pacho,,,1,1,1,0,181,0,1,1
barcelona198220,,,1,1,1,0,4,0,1,1
CounterpartEc,,,1,1,1,0,9,0,1,1
Villenes0,,,21,0.094648,0.122304,0,176,0,6,6
FamiliAlba,,,0,0,0,0,176,1,0,1
La6Ecuador,,,0,0,0,0,176,2,0,2
CevallosRafas,,,1,1,1,0,4,0,1,1
wilfridoretto,,,1,1,1,0,4,0,2,2
vladi_astudillo,,,1,1,1,0,267,1,2,3
lrodriguezerazo,,,0,0,0,0,267,1,0,1
AndreaDvvla,,,2,0.666667,0.75,0,112,0,2,2
WilliamRugel,,,1,1,1,0,4,0,1,1
CarmenMrria,,,2,0.666667,0.75,0,112,0,2,2
MeganVillegas_,,,2,0.6,0.666667,0,3,0,2,2
LYNEKERLP,,,3,0.4,0.458333,0,137,0,1,1
Robinfe1627787,,,0,0,0,0,268,1,1,2
MashiJoaquin,,,2,0.75,0.833333,0,26,0,2,2
mwa267,,,16,0.147412,0.198808,0,4,0,10,10
exe1705,,,17,0.106845,0.127811,0,4,0,5,5
RaulAgustinCed1,,,1,1,1,0,4,0,3,3
Alexand07349410,,,1,1,1,0,29,0,1,1
LuisSan92538775,,,1,1,1,0,4,0,1,1
FranklinESarang,,,2,0.666667,0.75,0,27,0,2,2
ANGELGARDEAZABA,,,23,0.079304,0.092737,0,27,0,1,1
Raullarrea2021,,,19,0.119543,0.16768,0,3,0,2,2
estevan_ga,,,17,0.130926,0.169161,0,4,0,5,5
ValeriaGomzz,,,18,0.116389,0.144899,0,4,0,6,6
CarmenTorres111,,,17,0.130845,0.168038,636,4,1,4,5
0802132217,,,0,0,0,0,4,1,0,1
Estoycabreado3,,,16,0.118985,0.141709,0,4,0,1,1
GildaSuarezz,,,1,1,1,0,181,0,1,1
Isabelr47883907,,,1,1,1,0,4,0,2,2
perroconhueso,,,23,0.079562,0.095312,0,9,0,2,2
BrauDelgado21,,,5,0.288462,0.361111,0,121,0,1,1
gabyloa,,,1,1,1,0,137,0,2,2
Enrique50253201,,,18,0.096316,0.109623,0,4,0,2,2
MauAlcivar,,,1,1,1,0,27,0,1,1
brenda884_,,,19,0.11466,0.151939,0,7,0,1,1
BelenQuelal,,,19,0.11466,0.151939,0,7,0,1,1
Alucardfausto,,,16,0.134272,0.165486,0,4,0,2,2
albo75,,,5,0.288462,0.361111,0,121,0,1,1
AngelPacha25,,,3,0.5,0.633333,0,4,0,2,2
CesarChamorroM2,,,1,1,1,0,26,0,2,2
valentinammg,,,1,1,1,0,27,0,1,1
eduaragricola,,,2,0.75,0.833333,0,26,0,2,2
DoloresVane94,,,1,1,1,0,9,0,1,1
leoramand,,,17,0.130631,0.165556,0,4,0,2,2
kaki151,,,1,1,1,0,27,0,1,1
JuanPabloRaffo3,,,1,1,1,0,4,0,2,2
EdwinPaez68,,,1,1,1,0,26,0,2,2
edisonCG86,,,1,1,1,0,27,0,1,1
elvis_sudarioja,,,16,0.124439,0.158952,0,4,0,4,4
jrodas76,,,15,0.134981,0.16412,0,4,0,7,7
RomelMunoz2,,,14,0.187372,0.268937,0,4,0,19,19
Pichupatino,,,1,1,1,0,269,0,1,1
jois_ochoa,,,0,0,0,0,269,1,0,1
AllesUndNix_,,,1,1,1,0,2,0,1,1
majo2512,,,21,0.09674,0.121155,0,181,0,2,2
luis21diaz64,,,1,1,1,0,7,0,1,1
Samuel_Perez_C,,,3,0.47619,0.55,0,27,0,2,2
Panchopaz24,,,21,0.097168,0.123723,0,9,0,3,3
JOANGARU,,,17,0.129994,0.165631,0,26,0,6,6
twi_ramiro,,,16,0.119141,0.143836,0,4,0,3,3
Igor_Lilo,,,1,1,1,0,264,0,1,1
AndresGams,,,2,0.75,0.833333,0,29,0,2,2
ramiromrcr,,,1,1,1,0,29,0,1,1
guillermora56,,,13,0.176568,0.238008,0,4,0,10,10
BeaH1232,,,1,1,1,0,27,0,1,1
SemillasRicardo,,,1,1,1,0,4,0,1,1
CristianTobar5,,,1,1,1,0,4,0,4,4
Johnnyalemanmu1,,,17,0.133865,0.175101,0,4,0,5,5
carlosgarcesv,,,2,0.75,0.833333,0,3,0,2,2
dejamevelo20,,,17,0.130711,0.167385,0,4,0,4,4
Kty07824650,,,2,0.666667,0.75,0,4,0,1,1
robtapiamans,,,1,1,1,0,221,0,1,1
MAFER1825,,,16,0.121293,0.149587,0,4,0,2,2
Carlosmiguelji7,,,6,0.297297,0.345455,0,4,0,1,1
augusto_arias,,,1,1,1,0,4,0,1,1
PedroMartinezEC,,,1,1,1,0,4,0,1,1
houb_ecu,,,1,1,1,0,4,0,1,1
BConverso2006,,,22,0.085926,0.102101,0,3,0,1,1
Guido82438574,,,17,0.118477,0.144193,0,9,0,2,2
alberperezp,,,14,0.161193,0.208385,0,4,0,7,7
derekferez,,,1,1,1,0,181,0,1,1
vaquitadepobre,,,6,0.297297,0.345455,0,4,0,1,1
horaciosevbor,,,0,0,0,0,4,1,0,1
JeffBntz,,,20,0.108053,0.142396,0,181,0,1,1
Sahib42957617,,,17,0.106529,0.124816,0,4,0,3,3
AngelagLoja,,,16,0.140715,0.185547,0,4,0,5,5
adrymor,,,23,0.079304,0.092737,0,27,0,1,1
FieldenTorres,,,17,0.131384,0.17015,0,4,0,4,4
ARTUROG91966755,,,6,0.30137,0.368182,0,4,0,2,2
pedropalaciosu,,,0,0,0,0,181,1,0,1
cronicacuenca,,,0,0,0,0,181,1,0,1
petra_tpk,,,1,1,1,0,9,0,1,1
aaco20,,,6,0.297297,0.345455,0,4,0,1,1
Rojiescarlata,,,1,1,1,0,270,0,1,1
SolCuestaC6,,,0,0,0,0,270,1,0,1
DanielGranja7,,,2,0.6,0.666667,3,181,1,1,2
HugoOrt41532561,,,17,0.106796,0.129033,0,4,0,6,6
BernardaIllesca,,,1,1,1,0,271,0,1,1
JSMARTINEZG,,,17,0.130631,0.165556,0,4,0,2,2
arseniop99,,,3,0.533333,0.645833,0,4,0,3,3
ErickaACL,,,22,0.085776,0.100644,0,181,0,1,1
MatarJamais,,,6,0.297297,0.345455,0,4,0,1,1
annn31,,,1,1,1,0,27,0,1,1
peterandyBSC,,,1,1,1,0,181,0,1,1
Kobayas56872187,,,17,0.131319,0.173122,0,4,0,8,8
vbravo57,,,23,0.079304,0.092737,0,27,0,1,1
NicoleCazar,,,20,0.106939,0.137472,0,4,0,1,1
Balompiecuador,,,2,0.6,0.666667,0,9,0,1,1
ely_shiny,,,1,1,1,0,4,0,1,1
FernandoCoello_,,,1,1,1,0,181,0,1,1
Fortuna50761529,,,1,1,1,0,4,0,1,1
carlosalvarezl,,,23,0.079304,0.092737,0,27,0,1,1
Alexand65552659,,,17,0.130631,0.165556,0,4,0,2,2
Renzoguti26,,,1,1,1,0,4,0,4,4
AndresToscano8,,,1,1,1,0,4,0,3,3
GarofaloLeon,,,14,0.165328,0.22128,0,4,0,7,7
miriam757718,,,14,0.150827,0.18911,0,4,0,3,3
miltonvera9,,,16,0.132612,0.16188,0,4,0,1,1
mony106,,,21,0.096677,0.121084,0,181,0,2,2
paolave14,,,1,1,1,0,27,0,1,1
wilianc89464617,,,14,0.165328,0.220366,0,4,0,5,5
SalazarFanny261,,,1,1,1,0,4,0,2,2
bettymolinacq,,,17,0.130631,0.165556,0,4,0,2,2
anakchito,,,22,0.085926,0.102101,0,3,0,1,1
jaichicu,,,1,1,1,0,4,0,1,1
ximenamargarita,,,1,1,1,0,27,0,1,1
jjacho52,,,22,0.085926,0.102101,0,3,0,1,1
psigina_j,,,1,1,1,0,7,0,1,1
DenaJPalacios,,,1,1,1,0,4,0,2,2
Acuaovejuno8,,,1,1,1,0,4,0,1,1
JuandavoLDU,,,2,0.6,0.666667,0,9,0,1,1
XarlesKelvin,,,16,0.148837,0.20373,0,4,0,11,11
Uli52476247,,,18,0.096316,0.109623,0,4,0,2,2
DAVIDCORRALES12,,,1,1,1,0,4,0,1,1
AntonioPolit2,,,1,1,1,0,4,0,2,2
amigataya,,,1,1,1,0,4,0,1,1
dgardoSacapunta,,,18,0.096316,0.109623,0,4,0,2,2
eloysorsa,,,18,0.105542,0.121979,0,4,0,2,2
Darkman_guayaco,,,3,0.444444,0.541667,0,181,0,1,1
rivera_v99,,,21,0.096605,0.119788,0,181,0,1,1
BurbanoNarciso,,,1,1,1,0,4,0,1,1
MelGomezAllieri,,,17,0.117344,0.137631,0,112,0,1,1
ivan196302,,,2,0.6,0.666667,0,9,0,1,1
joelramonf,,,21,0.096605,0.119788,0,181,0,1,1
CamilaVaca95,,,17,0.11426,0.137402,0,26,0,3,3
RC5_SantaElena,,,16,0.144077,0.202162,0,4,0,15,15
DarwinQ19,,,16,0.119141,0.144791,0,4,0,4,4
AniluSilva1,,,1,1,1,0,4,0,3,3
GavilanesJordy,,,1,1,1,0,4,0,1,1
Geovann75236212,,,2,0.833333,0.9,0,26,0,4,4
KarlaFa33754323,,,1,1,1,0,206,0,1,1
Marco_Gaete,,,21,0.093948,0.116952,0,3,0,2,2
macias_william,,,17,0.107047,0.131317,0,4,0,7,7
Jcpullma,,,1,1,1,0,4,0,1,1
Antho858Anthony,,,17,0.10666,0.124699,0,4,0,2,2
IsmaelGonzale99,,,14,0.167669,0.235847,0,4,0,20,20
carmen88213662,,,1,1,1,0,4,0,1,1
margaviscor,,,23,0.079383,0.09413,0,27,0,2,2
FRANKLI80631361,,,2,0.666667,0.75,0,4,0,1,1
josemacias20,,,1,1,1,0,27,0,1,1
TatyMoscosoS,,,23,0.079304,0.092737,0,27,0,1,1
ElAmarg17045014,,,2,0.666667,0.75,0,4,0,1,1
bryanhidalgo88,,,1,1,1,0,3,0,4,4
edwinasimbaya,,,2,0.666667,0.75,0,4,0,1,1
Ccarvajalito,,,20,0.107101,0.139235,0,4,0,2,2
JuniorsCegar,,,1,1,1,0,206,0,1,1
EvelynPinargote,,,1,1,1,0,4,0,1,1
eliasjbuz,,,21,0.096605,0.119788,0,181,0,1,1
ROGELIOJURADO7,,,1,1,1,0,4,0,1,1
GuitarH50570988,,,2,0.666667,0.75,0,4,0,1,1
FranklinAnalui4,,,3,0.571429,0.708333,0,181,0,2,2
Gustavo48SS,,,1,1,1,0,7,0,1,1
MaraEle92899875,,,1,1,1,0,4,0,1,1
victorluis7,,,1,1,1,0,4,0,2,2
rubenaac,,,21,0.096798,0.122397,0,181,0,3,3
PrideMoBel,,,14,0.164603,0.218067,0,4,0,7,7
Washingtonjefe,,,1,1,1,0,4,0,2,2
analialedesmaec,,,1,1,1,0,9,0,2,2
aguilar_iylich,,,1,1,1,0,4,0,1,1
No_te_rindas_ES,,,1,1,1,0,3,0,2,2
LeonidasIzaSal1,,,0,0,0,0,3,1,0,1
camsipx,,,1,1,1,0,27,0,1,1
Andi_Arroyo,,,2,0.6,0.666667,0,29,0,1,1
carlosquishpe67,,,1,1,1,0,4,0,1,1
alma198488,,,1,1,1,0,26,0,2,2
BigLee1997,,,1,1,1,0,27,0,1,1
marymaro04,,,1,1,1,0,27,0,1,1
jorge66488346,,,1,1,1,0,4,0,2,2
Edith78147091,,,23,0.079383,0.09413,0,27,0,2,2
verni_jacome,,,1,1,1,0,4,0,2,2
Meridian_Ec,,,16,0.139028,0.178816,0,4,0,4,4
BaguaKleber,,,20,0.106939,0.137472,0,4,0,1,1
bong_jcbx,,,20,0.113766,0.155364,0,3,0,2,2
EDUARDOARGUDO,,,1,1,1,0,4,0,2,2
oscarvelad,,,0,0,0,0,137,1,0,1
aldia_opinionec,,,0,0,0,0,137,1,0,1
StefLuzuriaga,,,0,0,0,0,137,1,0,1
lourdestiban1,,,0,0,0,0,137,2,0,2
ivonnebaki,,,0,0,0,0,137,1,0,1
Drucht1,,,2,0.75,0.833333,0,26,0,2,2
maupq77,,,22,0.086111,0.104555,0,3,0,2,2
melgarciarobles,,,1,1,1,0,272,0,1,1
periodismojime,,,0,0,0,0,272,1,0,1
isabelmonterob,,,1,1,1,0,9,0,1,1
Luis16907642,,,1,1,1,0,4,0,1,1
EDWARDGUT,,,18,0.096316,0.109623,0,4,0,2,2
daniloencaladap,,,1,1,1,0,4,0,1,1
jear2574,,,1,1,1,0,4,0,2,2
JohnArcos5,,,1,1,1,0,4,0,2,2
granodemaiz1,,,1,1,1,0,4,0,1,1
GOglietti,,,1,1,1,0,4,0,1,1
SegundoSmpp,,,1,1,1,0,4,0,1,1
Danveravelez,,,2,0.6,0.666667,0,29,0,1,1
posgradoscompol,,,1,1,1,0,4,0,2,2
nerd_weed,,,22,0.085926,0.102101,0,3,0,1,1
ayala_fausto,,,1,1,1,0,27,0,1,1
arqbarbon,,,14,0.149205,0.182654,0,7,0,1,1
DanielaMorcill2,,,17,0.117745,0.14095,0,181,0,3,3
RcSucumbios,,,1,1,1,0,4,0,1,1
evc132,,,18,0.116746,0.143169,0,9,0,2,2
kattytaaCeci,,,22,0.086555,0.108784,0,181,0,5,5
jackeliine_g,,,1,1,1,0,27,0,1,1
KellysitaBG,,,1,1,1,0,273,0,1,1
genesisnoelia98,,,0,0,0,0,273,1,0,1
jorgegorozabel,,,1,1,1,0,4,0,1,1
espejohaylen7,,,16,0.144013,0.201122,0,4,0,14,14
KEL_CAS,,,17,0.106618,0.127167,0,4,0,5,5
CristobalCabez7,,,1,1,1,0,4,0,1,1
dajocape,,,17,0.112818,0.137352,0,4,0,6,6
smesias21,,,17,0.11929,0.141509,0,2,0,1,1
Edgar47553844,,,1,1,1,0,4,0,1,1
MashiRafaelUNES,,,17,0.106916,0.129894,0,4,0,7,7
Flacopalooza,,,1,1,1,0,274,0,1,1
euge_aj,,,0,0,0,0,274,1,0,1
ByronGerman,,,18,0.09636,0.110798,0,4,0,3,3
stalinaguilar,,,23,0.079304,0.092737,0,27,0,1,1
slymersforever,,,1,1,1,0,4,0,1,1
DrJCarrielM,,,1,1,1,0,7,0,1,1
walthervilla,,,1,1,1,0,181,0,2,2
RodrigoDavilasa,,,1,1,1,0,27,0,2,2
GuashoAstudillo,,,1,1,1,0,137,0,1,1
obama_alberto,,,18,0.096316,0.109623,0,4,0,2,2
drwilmandiazb,,,21,0.096605,0.119788,0,181,0,1,1
KirCuba,,,1,1,1,0,4,0,1,1
CesarSa50294717,,,18,0.11611,0.139728,0,9,0,1,1
Desempleados12,,,1,1,1,0,4,0,1,1
harry6983,,,17,0.131791,0.1748,0,4,0,8,8
AMQUIROLACORP,,,1,1,1,0,4,0,1,1
washo60,,,1,1,1,0,4,0,1,1
CELSOyroca,,,1,1,1,0,4,0,1,1
RRPPGOMEZ,,,18,0.123899,0.16634,0,3,0,2,2
valeradicke,,,3,0.571429,0.708333,0,181,0,2,2
JuanC0529,,,18,0.096404,0.110966,0,4,0,3,3
Belen_Giler,,,19,0.11952,0.166897,0,7,0,1,1
startrekwhy,,,18,0.096316,0.109623,0,4,0,2,2
Lourden,,,18,0.096316,0.109623,0,4,0,2,2
LuisJJ1963,,,23,0.079383,0.09413,2.7,26,1,2,3
Angelvaca1010,,,1,1,1,0,181,0,1,1
orlyborbor,,,1,1,1,0,4,0,1,1
Carlosc18005647,,,1,1,1,0,27,0,1,1
Fray_Edu,,,19,0.120301,0.174759,0,4,0,7,7
williamquezada7,,,1,1,1,0,4,0,1,1
SandraGomezC1,,,14,0.149135,0.185969,0,4,0,4,4
gapmp3,,,1,1,1,0,27,0,1,1
GonzaloHernanV,,,1,1,1,0,4,0,1,1
cajimenez76,,,23,0.079304,0.092737,0,27,0,1,1
jenpi593,,,1,1,1,0,27,0,1,1
willian61747141,,,18,0.10159,0.11988,0,26,0,4,4
fati_angelisima,,,21,0.097535,0.127494,0,27,0,4,4
MarioBa11578942,,,23,0.079631,0.096368,0,27,0,3,3
GeovannyMaciasG,,,6,0.30137,0.368182,0,4,0,2,2
AguacateUltimo,,,1,1,1,0,27,0,1,1
Jorgenapabravo,,,1,1,1,0,4,0,3,3
VictorF98787509,,,14,0.164433,0.216108,0,4,0,5,5
Frankli06815670,,,15,0.148148,0.196569,0,4,0,10,10
Daniel68976224,,,14,0.149696,0.188195,0,181,0,4,4
Kenyroger7,,,0,0,0,0,181,1,0,1
QuitoVision,,,0,0,0,0,181,2,0,2
JuanCarlosProc6,,,17,0.107405,0.125404,0,27,0,1,1
ECMiltinho_bsc,,,1,1,1,0,4,0,1,1
MarceloReiban,,,23,0.079304,0.092737,0,27,0,1,1
dapm10,,,16,0.114819,0.129816,0,29,0,1,1
LeninFrancoCh1,,,17,0.11356,0.142823,0,4,0,8,8
Jaapmim,,,1,1,1,0,4,0,1,1
GalarJacobo,,,18,0.096799,0.114098,0,4,0,4,4
CRISARM1,,,14,0.165628,0.224494,0,4,0,10,10
AlfonsoRamrezL2,,,18,0.096316,0.109623,0,4,0,2,2
a0b605a6aef949a,,,18,0.098823,0.117164,0,4,0,4,4
eliascabreraok,,,1,1,1,0,181,0,1,1
Piliorts,,,14,0.14952,0.185214,0,4,0,3,3
ciudadano4m,,,23,0.079304,0.092737,0,27,0,1,1
Killerarcos,,,1,1,1,0,4,0,1,1
DianaVeintimil2,,,4,0.372881,0.443182,0,4,0,3,3
TejadaRommel,,,2,0.75,0.833333,0,26,0,2,2
ROBERT56627881,,,1,1,1,0,27,0,1,1
Ligia346239565,,,16,0.141434,0.187345,0,4,0,8,8
gabtorres43,,,1,1,1,0,4,0,2,2
allejo1982,,,23,0.079304,0.092737,0,27,0,1,1
hugoarmol,,,23,0.079304,0.092737,0,27,0,1,1
pablomarchan,,,1,1,1,0,27,0,1,1
laovrc,,,1,1,1,0,4,0,2,2
rubeno67,,,1,1,1,0,4,0,1,1
FranklinCaden15,,,1,1,1,0,27,0,1,1
tonoalarcon86,,,1,1,1,0,4,0,1,1
dayjanalf,,,1,1,1,0,4,0,2,2
JoffreEdisonQu1,,,1,1,1,0,4,0,2,2
nicotapiafreire,,,21,0.096605,0.119788,0,181,0,1,1
Lily36302206,,,1,1,1,0,27,0,1,1
m2alemanr,,,2,0.75,0.833333,0,26,0,2,2
GraciasPresiRC,,,15,0.145662,0.182896,0,4,0,4,4
VeronicaPolo13,,,1,1,1,0,27,0,2,2
AndreaaPulido,,,3,0.5,0.611111,0,181,0,1,1
matt29433998,,,6,0.350649,0.459259,0,4,0,5,5
rubencevallos,,,1,1,1,0,27,0,1,1
jessica72186536,,,19,0.122105,0.181464,0,26,0,5,5
HENRRYNAVARRO1,,,1,1,1,0,4,0,2,2
HUGO__CESAR,,,20,0.106939,0.137472,0,4,0,1,1
WRJB10,,,23,0.079418,0.094157,0,181,0,2,2
sarychris,,,1,1,1,0,4,0,1,1
ales_lozlar,,,1,1,1,0,27,0,1,1
beam_daniels,,,1,1,1,0,27,0,2,2
marcomindi,,,1,1,1,0,4,0,1,1
rafayepezm1,,,23,0.079304,0.092737,0,27,0,1,1
j_mantilla,,,22,0.085926,0.102101,0,3,0,1,1
dianjjess,,,1,1,1,0,4,0,1,1
patty_tule,,,21,0.093948,0.116952,0,3,0,2,2
vicente_brito,,,22,0.09457,0.13224,0,181,0,7,7
dielibala,,,22,0.085926,0.102101,0,3,0,1,1
andrelosandoval,,,3,0.444444,0.541667,0,181,0,1,1
JorgeRo48768708,,,2,0.666667,0.75,0,4,0,1,1
JehovaOrlando,,,1,1,1,0,4,0,1,1
victor65367962,,,17,0.106422,0.122647,0,4,0,1,1
JRicardocarrill,,,18,0.105542,0.121979,0,4,0,2,2
antoniostalin,,,1,1,1,0,4,0,5,5
e_penaherrera,,,23,0.079304,0.092737,0,27,0,1,1
damasalvatoree,,,1,1,1,0,181,0,1,1
ortizfjohn,,,1,1,1,0,4,0,1,1
Carlachi6,,,1,1,1,0,4,0,2,2
mavila_puello,,,1,1,1,0,4,0,1,1
mariamarlenemt,,,3,0.444444,0.541667,0,181,0,1,1
JairoSa98522967,,,1,1,1,0,4,0,1,1
Alegria43991589,,,23,0.079304,0.092737,0,27,0,1,1
Mirian03337460,,,2,0.75,0.833333,0,26,0,2,2
LuisAnibalRevel,,,1,1,1,0,4,0,1,1
jlnjjnlj71,,,1,1,1,0,27,0,1,1
pichonacont,,,1,1,1,0,4,0,1,1
FLOKSociety,,,2,0.75,0.833333,0,26,0,2,2
Kookie_tp,,,1,1,1,0,181,0,1,1
cuadradojorge,,,17,0.130631,0.165556,0,26,0,2,2
wen_ver31,,,1,1,1,0,4,0,2,2
37065c931fdd480,,,1,1,1,0,27,0,1,1
andresvera95i,,,1,1,1,0,27,0,1,1
Sergate69Rivera,,,16,0.118985,0.141709,0,4,0,1,1
Isameja20_20,,,18,0.11611,0.139728,0,9,0,1,1
daxalomont,,,1,1,1,0,27,0,1,1
artecanal4,,,1,1,1,0,4,0,1,1
angelitavdiaz,,,16,0.114819,0.129816,0,29,0,1,1
greg3081,,,1,1,1,0,27,0,1,1
MedicaEcuador,,,1,1,1,0,4,0,2,2
MaraMuentes2,,,1,1,1,0,4,0,1,1
BolvarC,,,14,0.167674,0.22654,0,4,0,12,12
andrezrock,,,1,1,1,0,4,0,1,1
PabloRastafar,,,2,0.8,0.875,0,4,0,3,3
krlo3rra,,,17,0.106422,0.122647,0,4,0,1,1
CrespoAlexandr,,,17,0.129143,0.158768,0,4,0,2,2
levogyrus,,,1,1,1,0,181,0,2,2
fatimamorajara3,,,1,1,1,0,4,0,1,1
JarrinMagdalena,,,17,0.130899,0.168153,0,4,0,4,4
lugoalsan,,,1,1,1,0,4,0,1,1
daysegermanhot1,,,14,0.149031,0.186797,0,4,0,5,5
saenzrm74,,,1,1,1,0,4,0,1,1
paulitt12183,,,1,1,1,0,4,0,2,2
eaca5801,,,1,1,1,0,27,0,3,3
Jhaz13Jimmy,,,2,0.6,0.666667,0,29,0,1,1
dasvarturo,,,23,0.079304,0.092737,0,27,0,1,1
jaime_olivoj,,,2,0.666667,0.75,0,4,0,1,1
ivasala,,,14,0.16473,0.217884,0,4,0,6,6
JennyG_M,,,23,0.079304,0.092737,0,27,0,1,1
RadioExitoss,,,1,1,1,0,112,0,1,1
fueramoreno,,,17,0.118609,0.149105,0,4,0,9,9
marcosutreras45,,,6,0.30137,0.368182,0,4,0,2,2
Caperucita121,,,17,0.106546,0.12573,0,4,0,4,4
meavilam,,,1,1,1,0,4,0,2,2
davillacis,,,2,0.75,0.833333,0,26,0,2,2
jymmysol,,,1,1,1,0,4,0,1,1
MaElenaSanchezT,,,17,0.109552,0.132348,0,9,0,4,4
r_mancero,,,1,1,1,0,4,0,1,1
ceriga2011,,,1,1,1,0,27,0,2,2
rdmenendezt,,,14,0.164391,0.215847,0,4,0,5,5
alexmosquera50,,,14,0.15998,0.209379,0,4,0,11,11
Joseline_ch,,,23,0.079304,0.092737,0,27,0,1,1
Oscar_R_Gomez,,,1,1,1,0,4,0,2,2
DALOdaniela17,,,20,0.103487,0.132782,0,26,0,2,2
nicolelaverdek,,,1,1,1,0,181,0,1,1
piaang,,,17,0.134976,0.186868,0,4,0,13,13
Sandra_Rose_RO,,,20,0.113746,0.15458,0,3,0,1,1
eduardwong,,,21,0.096605,0.119788,0,181,0,1,1
GemaVicente2,,,1,1,1,0,181,0,1,1
vemagus,,,1,1,1,0,4,0,2,2
sportibague2,,,17,0.106475,0.124476,0,4,0,3,3
rsacta,,,22,0.085926,0.102101,0,3,0,1,1
Nstor1568,,,17,0.131326,0.170798,0,181,0,6,6
VicenQ680,,,23,0.079304,0.092737,0,27,0,1,1
CrisCastilloJ,,,2,0.714286,0.8,0,112,0,3,3
SatizabalGailer,,,18,0.102011,0.124112,0,4,0,3,3
unesguayas,,,0,0,0,0,4,1,0,1
JoseUrgilesCall,,,1,1,1,0,4,0,1,1
andreabdavila,,,1,1,1,0,27,0,1,1
zambitow,,,1,1,1,0,27,0,2,2
MeliEcuador,,,2,0.8,0.875,0,4,0,3,3
kpgg2,,,16,0.119119,0.143052,0,4,0,2,2
Ander92491918,,,1,1,1,0,4,0,2,2
mariquilinda,,,23,0.079304,0.092737,0,27,0,1,1
abserjunior,,,17,0.130631,0.165556,0,4,0,2,2
marianagarciaec,,,18,0.097883,0.109624,0,4,0,1,1
jram1074,,,1,1,1,0,4,0,1,1
mArKrenton80,,,22,0.085776,0.100644,0,181,0,1,1
_oscarNP,,,6,0.310811,0.395652,0,4,0,3,3
fvfg_twt,,,1,1,1,0,181,0,1,1
SoniaCampana13,,,1,1,1,0,27,0,2,2
GinaRiveraL,,,2,0.8,0.875,0,4,0,3,3
acz1985,,,1,1,1,0,4,0,1,1
fcevallosch,,,22,0.085926,0.102101,0,3,0,1,1
fenuso1,,,3,0.583333,0.738095,0,137,0,4,4
PamOV,,,1,1,1,0,27,0,1,1
TulcanOnline,,,19,0.11136,0.140454,0,9,1,1,2
jorgemoravarela,,,18,0.125291,0.174232,644,9,1,8,9
Orly_2020,,,3,0.444444,0.541667,0,181,0,1,1
callimanta,,,6,0.310811,0.395652,0,4,0,3,3
keneAVC,,,1,1,1,0,4,0,2,2
lujuramon,,,23,0.079479,0.093192,0,27,0,1,1
dbadl7,,,3,0.444444,0.541667,0,181,0,1,1
Miichelle99,,,3,0.5,0.611111,0,181,0,1,1
PabloPablojr32,,,23,0.079304,0.092737,0,27,0,1,1
kleber_mantilla,,,1,1,1,0,27,0,2,2
ViteiSantiago,,,1,1,1,0,4,0,1,1
FerenStefan,,,14,0.14931,0.184483,0,7,0,3,3
rolandobalcazar,,,23,0.079304,0.092737,0,27,0,1,1
EdmundoGarZam,,,17,0.130996,0.168557,0,4,0,4,4
aji_mauro,,,23,0.079523,0.094791,0,137,0,2,2
Murdock_Evil,,,2,0.75,0.833333,0,26,0,2,2
mejoremoslopubl,,,1,1,1,0,121,0,6,6
AndreBenavidesM,,,0,0,0,0,121,1,0,1
arianachavezb,,,0,0,0,0,121,1,0,1
LuigiMB,,,0,0,0,0,121,1,0,1
LarryCota,,,0,0,0,0,121,1,0,1
Scarlet57376731,,,1,1,1,0,275,0,1,1
CNESantoDomingo,,,0,0,0,0,275,2,0,2
mariani42261629,,,16,0.119119,0.143052,0,4,0,2,2
FernandoTipaso,,,17,0.123868,0.151051,0,112,0,2,2
fermurilloc,,,19,0.116691,0.154117,0,2,0,3,3
miguelmolinad,,,19,0.116658,0.154436,0,7,0,3,3
sedobadontodo,,,1,1,1,0,4,0,1,1
StanRoberto,,,20,0.103538,0.136334,0,9,0,5,5
lanuevatvec,,,0,0,0,0,9,5,0,5
NardaOrtizRoa,,,20,0.103158,0.130321,0,9,5,1,6
ANDRANGOLUZ,,,1,1,1,0,4,0,2,2
SerranoGeo,,,2,0.75,0.833333,0,26,0,2,2
_melaniema,,,19,0.116466,0.151615,0,7,0,1,1
kritoh4,,,23,0.079304,0.092737,0,27,0,1,1
TereMosquera,,,14,0.181508,0.255854,0,4,0,16,16
NellyLZ,,,20,0.106939,0.137472,0,4,0,1,1
cjulissa77,,,1,1,1,0,4,0,1,1
chldd,,,1,1,1,0,4,0,1,1
monicafg80,,,2,0.666667,0.75,0,3,0,1,1
SuueLoRe,,,1,1,1,0,27,0,1,1
Karipena19,,,18,0.128422,0.182394,0,7,0,7,7
dianatirado5,,,20,0.107666,0.130748,0,3,0,2,2
SAPANUNI,,,0,0,0,0,3,1,0,1
WilsonC26845031,,,2,0.666667,0.75,0,4,0,1,1
PauloOchoa4,,,3,0.444444,0.541667,0,181,0,1,1
PABLOPADILLAFER,,,1,1,1,0,27,0,1,1
noridebock,,,23,0.079492,0.095388,0,27,0,3,3
andmerps,,,1,1,1,0,27,0,1,1
