Source,Target,Type,Id,Label,timeset,Weight
fabianv58769750,LassoGuillermo,Directed,795,,,1
fabianv58769750,cedatos,Directed,796,,,1
fabianv58769750,NuriaButina,Directed,797,,,1
fabianv58769750,RodriguezAna_K,Directed,802,,,1
fabianv58769750,DianaSierra_2,Directed,803,,,1
fabianv58769750,juanfervelasco,Directed,805,,,1
fabianv58769750,joa_quiin,Directed,806,,,1
fabianv58769750,literatango,Directed,807,,,1
fabianv58769750,wilfridolaz,Directed,808,,,1
fabianv58769750,yakuperezg,Directed,809,,,2
fabianv58769750,MaiadelC,Directed,810,,,1
fabianv58769750,ecuared1,Directed,813,,,1
fabianv58769750,Gabriel84644247,Directed,814,,,1
fabianv58769750,mfernandoff,Directed,815,,,2
fabianv58769750,marcelaguinaga,Directed,816,,,2
fabianv58769750,nanDoWalkerEC,Directed,818,,,1
fabianv58769750,marielamona70,Directed,819,,,1
fabianv58769750,JacoboG_Ecu,Directed,820,,,1
fabianv58769750,EcuatorianaLey,Directed,824,,,1
fabianv58769750,RuthdelSalto,Directed,826,,,1
fabianv58769750,UnTatuador,Directed,828,,,1
fabianv58769750,luisantonio_r,Directed,829,,,1
fabianv58769750,Ricky010899,Directed,830,,,1
fabianv58769750,Wilmandrade,Directed,831,,,2
patriciaarmijo6,MashiRafael,Directed,833,,,1
patriciaarmijo6,mariafernandamp,Directed,834,,,1
patriciaarmijo6,ecuarauz,Directed,835,,,1
PABLITOQO,LassoGuillermo,Directed,836,,,1
AndresSantosA,ecuarauz,Directed,837,,,5
AndresSantosA,ChrisGFA,Directed,840,,,1
AndresSantosA,LuisCubillosGye,Directed,842,,,1
AndresSantosA,MaiadelC,Directed,844,,,1
mattabad,rjvillamagua,Directed,845,,,1
mattabad,gracemargatita,Directed,846,,,1
mattabad,mattabad,Directed,847,,,2
mattabad,nicolasrmunoz,Directed,848,,,1
mattabad,sjaramillo73,Directed,850,,,1
mattabad,cesarmontufar,Directed,851,,,1
mattabad,DayanaLeonF,Directed,852,,,1
CarlosTigreroB,MashiRafael,Directed,853,,,2
CarlosTigreroB,AbAlvaroNoboa,Directed,854,,,2
CarlosTigreroB,ecuarauz,Directed,855,,,2
CarlosTigreroB,jaimenebotsaadi,Directed,857,,,1
Papu_Figueroa,ecuarauz,Directed,860,,,1
IsaRumbea,IsmaelUlloaEc,Directed,861,,,2
IsaRumbea,MarcoAnibal,Directed,863,,,1
IsaRumbea,alexismoncayo,Directed,864,,,1
IsaRumbea,Martinminguchi,Directed,865,,,1
IsaRumbea,luisevivanco,Directed,866,,,1
KarenAponteS,cesarnavegador,Directed,867,,,2
KarenAponteS,RebecaMorla,Directed,868,,,2
KarenAponteS,Guayaco__2020,Directed,871,,,1
KarenAponteS,JuanPabloC1,Directed,872,,,1
Carlota68077834,ecuarauz,Directed,873,,,7
Carlota68077834,ramiroaguilart,Directed,874,,,1
Carlota68077834,marcelaholguin,Directed,875,,,1
Carlota68077834,jpjaramillo25,Directed,877,,,1
Carlota68077834,LuisaMaldonadoM,Directed,879,,,1
Carlota68077834,SDegreace,Directed,880,,,1
ColomaGaibor,carlossagnay,Directed,885,,,1
ColomaGaibor,MashiRafael,Directed,886,,,1
ColomaGaibor,ecuarauz,Directed,887,,,8
ColomaGaibor,LassoGuillermo,Directed,888,,,3
ColomaGaibor,LucioGutierrez3,Directed,889,,,4
ColomaGaibor,GuillermoCeli,Directed,890,,,2
ColomaGaibor,rabascallcarlos,Directed,892,,,1
ColomaGaibor,pjfreile,Directed,893,,,1
ColomaGaibor,XimenaPena1,Directed,894,,,2
ColomaGaibor,PaulCarrascoC,Directed,897,,,3
ColomaGaibor,GersonAlmeidaEc,Directed,899,,,1
ColomaGaibor,isidroromero_c,Directed,902,,,2
ColomaGaibor,juanfervelasco,Directed,905,,,2
ColomaGaibor,cnegobec,Directed,916,,,1
Mauriciomord,rompecabezas24,Directed,917,,,1
Mauriciomord,Informa_EC,Directed,918,,,1
Mauriciomord,MaferSuasnavas,Directed,919,,,1
Mauriciomord,yakuperezg,Directed,920,,,1
Mauriciomord,socialholico,Directed,921,,,1
Mauriciomord,ecuarauz,Directed,922,,,1
Mauriciomord,lizvalarezo,Directed,923,,,1
Mauriciomord,notimundoec,Directed,924,,,1
Mauriciomord,KinttoLucas,Directed,925,,,1
Mauriciomord,AzuayPrefectura,Directed,926,,,1
Mauriciomord,carlossagnay,Directed,927,,,1
Moonfire8_,ysncpp,Directed,928,,,3
Moonfire8_,masoltrujillo1,Directed,929,,,1
Moonfire8_,JayJayTi,Directed,930,,,1
Moonfire8_,cahuenas,Directed,931,,,1
Moonfire8_,elprofe_ivan,Directed,932,,,1
Moonfire8_,daanelalejandro,Directed,933,,,2
Moonfire8_,ChumelTorres,Directed,935,,,1
Moonfire8_,lacotorrisa,Directed,937,,,1
Moonfire8_,whosthisklinger,Directed,938,,,1
Moonfire8_,auraneurotica,Directed,939,,,1
RonnyAleagaS,ecuarauz,Directed,941,,,9
RonnyAleagaS,rabascallcarlos,Directed,942,,,4
RonnyAleagaS,EmilyVeraA_,Directed,948,,,1
RonnyAleagaS,MashiRafael,Directed,949,,,2
BryanMerejildo,cendemocratico,Directed,957,,,1
BryanMerejildo,ecuarauz,Directed,958,,,1
BryanMerejildo,jimmyjairala,Directed,959,,,1
BryanMerejildo,JorgeVelezVelez,Directed,960,,,1
BryanMerejildo,enriquemenoscal,Directed,961,,,1
BryanMerejildo,MashiRafael,Directed,962,,,1
tomlopez_,MashiRafael,Directed,963,,,3
tomlopez_,cnegobec,Directed,964,,,1
tomlopez_,ecuarauz,Directed,965,,,2
tomlopez_,rabascallcarlos,Directed,966,,,1
tomlopez_,NuriaButina,Directed,968,,,1
dbeltranlqac,ivanstalyn,Directed,971,,,1
dbeltranlqac,xhervas,Directed,972,,,5
dbeltranlqac,verorivadeneira,Directed,973,,,1
dbeltranlqac,cnegobec,Directed,976,,,2
dbeltranlqac,SalaDePrensaEc,Directed,980,,,1
dbeltranlqac,marcelaguinaga,Directed,981,,,1
dbeltranlqac,ecuarauz,Directed,982,,,1
daph_moran,Samanthaveas,Directed,983,,,1
marcelavelezl,MashiRafael,Directed,984,,,1
marcelavelezl,ecuarauz,Directed,985,,,2
marcelavelezl,udecuenca,Directed,987,,,1
marcelavelezl,jerves_m,Directed,988,,,1
marcelavelezl,augustahermida,Directed,989,,,1
marcelavelezl,juanfervelasco,Directed,990,,,1
castle_oz,AleDelaRosa__,Directed,991,,,1
castle_oz,alanxelmundo,Directed,992,,,1
castle_oz,cinematictalk,Directed,993,,,1
mayracriss,yakuperezg,Directed,994,,,4
rtorresabc123,mnl036,Directed,998,,,1
elsamurai2020,ecuarauz,Directed,999,,,1
joseluisbsc9,AbAlvaroNoboa,Directed,1000,,,1
joseluisbsc9,ecuarauz,Directed,1001,,,1
joseluisbsc9,juanfervelasco,Directed,1002,,,1
andrescvchef,andreitalvarez1,Directed,1003,,,1
andrescvchef,Jbcv14,Directed,1004,,,1
amcquito,PoliciaEcuador,Directed,1005,,,3
amcquito,Paulcoellosegar,Directed,1006,,,1
amcquito,josuealdaz,Directed,1007,,,1
amcquito,GabrielaObando,Directed,1008,,,1
amcquito,Inten_Pichincha,Directed,1009,,,1
amcquito,SeguridadeQuito,Directed,1011,,,1
danielas3govia,ecuarauz,Directed,1013,,,3
danielas3govia,MashiRafael,Directed,1014,,,2
danielas3govia,GuillermoCeli,Directed,1015,,,1
danielas3govia,LassoGuillermo,Directed,1019,,,1
danielas3govia,LucioGutierrez3,Directed,1020,,,1
darwin_orti,Caravana750,Directed,1021,,,1
luish51,Soy_Revolucion5,Directed,1022,,,1
luish51,MashiRafael,Directed,1023,,,1
omarmaluk,BeardBodo,Directed,1024,,,1
omarmaluk,ecuarauz,Directed,1025,,,7
omarmaluk,AaronZequi,Directed,1026,,,1
omarmaluk,xhervas,Directed,1027,,,1
omarmaluk,LassoSX,Directed,1028,,,1
omarmaluk,Raagsanc,Directed,1029,,,1
omarmaluk,LassoGuillermo,Directed,1030,,,6
omarmaluk,CREOEcuador,Directed,1031,,,1
omarmaluk,PECHEREQUE,Directed,1032,,,1
omarmaluk,abdalabucaram,Directed,1034,,,2
omarmaluk,jaimenebotsaadi,Directed,1035,,,3
omarmaluk,caedemmo,Directed,1038,,,1
omarmaluk,isidroromero_c,Directed,1039,,,1
omarmaluk,BarcelonaSC,Directed,1040,,,1
omarmaluk,cagongua,Directed,1041,,,1
omarmaluk,AbAlvaroNoboa,Directed,1042,,,6
omarmaluk,cnegobec,Directed,1043,,,5
omarmaluk,TCE_Ecuador,Directed,1046,,,1
omarmaluk,JusticiaEcuado3,Directed,1048,,,1
omarmaluk,yakuperezg,Directed,1054,,,1
omarmaluk,ragran56,Directed,1057,,,1
omarmaluk,StanleyGomezR,Directed,1060,,,1
omarmaluk,fabricing,Directed,1067,,,1
CrissSegarra,luisevivanco,Directed,1070,,,1
CrissSegarra,juanfervelasco,Directed,1071,,,2
CrissSegarra,LaPosta_Ecu,Directed,1072,,,2
CrissSegarra,ecuarauz,Directed,1073,,,5
CrissSegarra,yakuperezg,Directed,1074,,,1
CrissSegarra,ajungbluth,Directed,1078,,,1
CrissSegarra,SofiaRamirez_E,Directed,1080,,,1
CrissSegarra,LucioGutierrez3,Directed,1081,,,1
CrissSegarra,Coffidi,Directed,1083,,,1
jcrespo90,LaPosta_Ecu,Directed,1085,,,1
jcrespo90,yakuperezg,Directed,1086,,,1
PSantander27,paolakpm,Directed,1087,,,1
aler89,marcelaholguin,Directed,1088,,,1
aler89,ecuarauz,Directed,1089,,,1
aler89,MashiRafael,Directed,1090,,,2
aler89,rabascallcarlos,Directed,1091,,,1
aler89,fabriciovelav,Directed,1092,,,1
aler89,LassoGuillermo,Directed,1093,,,1
aler89,XavierOZevallos,Directed,1095,,,1
aler89,JoanPanam,Directed,1096,,,1
cubalondra,apmunozg,Directed,1097,,,1
cubalondra,GrupoFARO,Directed,1098,,,2
cubalondra,JacoboG_Ecu,Directed,1099,,,1
cubalondra,majestadradioec,Directed,1100,,,1
cubalondra,PrimeraPlanaECU,Directed,1101,,,1
cubalondra,linaorde,Directed,1102,,,1
cubalondra,FCD_Ecuador,Directed,1103,,,1
cubalondra,opcionsecuador,Directed,1105,,,1
rayoazull,simonespinosa28,Directed,1106,,,1
LorenaOrralaV,MashiRafael,Directed,1107,,,1
Renaces1,ecuarauz,Directed,1108,,,2
Renaces1,MashiRafael,Directed,1109,,,1
Renaces1,rabascallcarlos,Directed,1111,,,1
Renaces1,RonnyAleagaS,Directed,1112,,,1
Renaces1,MagdaRoblesL,Directed,1113,,,1
Renaces1,VickyDesintonio,Directed,1114,,,1
Renaces1,IsmaelUlloaEc,Directed,1115,,,1
Mabetorres_,cnegobec,Directed,1116,,,1
Mabetorres_,Flureon,Directed,1117,,,1
Mabetorres_,aixaandrea24,Directed,1118,,,1
Mabetorres_,camehd,Directed,1119,,,1
Mabetorres_,Lenin,Directed,1120,,,1
Mabetorres_,ecuarauz,Directed,1121,,,1
Mabetorres_,BeingCris_,Directed,1122,,,1
Mabetorres_,Alisson29178829,Directed,1123,,,1
Mabetorres_,cafedeterelover,Directed,1124,,,1
Mabetorres_,BenGuerrero16,Directed,1125,,,1
Mabetorres_,DesafioDerechos,Directed,1126,,,1
Mabetorres_,DonBurroReal,Directed,1127,,,1
Mabetorres_,Paulrecoon,Directed,1128,,,1
ChasinStefano,ecuarauz,Directed,1129,,,1
RCimbabura,ecuarauz,Directed,1130,,,2
RCimbabura,MashiRafael,Directed,1131,,,2
RCimbabura,UNESECUADOR,Directed,1132,,,1
RCimbabura,cnegobec,Directed,1133,,,1
ChristianSaaCS,yakuperezg,Directed,1136,,,1
ChristianSaaCS,ecuarauz,Directed,1137,,,1
ChristianSaaCS,LassoGuillermo,Directed,1138,,,1
ChristianSaaCS,juanfervelasco,Directed,1139,,,2
ChristianSaaCS,PaulCarrascoC,Directed,1140,,,2
ChristianSaaCS,ChristianSaaCS,Directed,1141,,,1
ChristianSaaCS,GuillermoCeli,Directed,1142,,,1
dalemanec,steevenn7,Directed,1145,,,1
dalemanec,Daenerys_90,Directed,1146,,,1
dalemanec,skueffner,Directed,1147,,,1
dalemanec,mlhidalgo,Directed,1148,,,1
dalemanec,Monchiito_,Directed,1149,,,1
dalemanec,Kary_g90,Directed,1150,,,1
dalemanec,getongab,Directed,1151,,,1
dalemanec,AgustinLaje,Directed,1152,,,1
dalemanec,vox_es,Directed,1153,,,1
ediriomate,EvitaQC,Directed,1154,,,1
ediriomate,ecuarauz,Directed,1155,,,4
ediriomate,AlmaMiaEcu,Directed,1156,,,3
ediriomate,amandaasubiar,Directed,1158,,,1
ediriomate,ramiroaguilart,Directed,1159,,,1
ediriomate,KinttoLucas,Directed,1161,,,1
ediriomate,groninty,Directed,1162,,,1
ediriomate,juanfervelasco,Directed,1163,,,1
ediriomate,andreitai,Directed,1164,,,1
ediriomate,IsmaelUlloaEc,Directed,1165,,,1
ediriomate,marcelaguinaga,Directed,1166,,,1
ediriomate,SDegreace,Directed,1167,,,1
ediriomate,EnClavePolitik,Directed,1168,,,1
ediriomate,JCPC_89,Directed,1169,,,1
ediriomate,PaolaCabezasC,Directed,1172,,,1
marxalvar,rabascallcarlos,Directed,1174,,,2
marxalvar,luly_alban,Directed,1175,,,1
marxalvar,marcelaguinaga,Directed,1176,,,1
marxalvar,IsmaelUlloaEc,Directed,1177,,,1
marxalvar,MashiRafael,Directed,1179,,,1
ChinitoEscobar,TwiggyOrgana,Directed,1180,,,1
ChinitoEscobar,Minuto19EC,Directed,1181,,,1
robinquisoboni,ecuarauz,Directed,1182,,,2
robinquisoboni,SantiagMAndrade,Directed,1183,,,1
robinquisoboni,kevinesck9,Directed,1185,,,1
robinquisoboni,Vocero_Bitri,Directed,1186,,,1
robinquisoboni,SociosNacional,Directed,1187,,,1
robinquisoboni,nachotupapa50,Directed,1188,,,1
JCPC_89,ecuarauz,Directed,1189,,,1
JCPC_89,LassoGuillermo,Directed,1190,,,2
82majiro,ecuarauz,Directed,1192,,,1
MateoCB97,ecuarauz,Directed,1193,,,1
rafaelahermida,Sebas04293653,Directed,1194,,,1
rafaelahermida,MashiRafael,Directed,1195,,,1
rafaelahermida,ecuarauz,Directed,1196,,,1
TeneRojas,ecuarauz,Directed,1197,,,3
TeneRojas,ramiroaguilart,Directed,1199,,,1
TeneRojas,fabriciovelav,Directed,1200,,,1
TeneRojas,TMT30_,Directed,1201,,,1
TeneRojas,literatango,Directed,1202,,,1
TeneRojas,CrisRoseroR,Directed,1203,,,1
TeneRojas,alexismoncayo,Directed,1204,,,1
TeneRojas,JacoboG_Ecu,Directed,1205,,,1
TeneRojas,monadeurdesa,Directed,1206,,,2
TeneRojas,LucioGutierrez3,Directed,1207,,,1
TeneRojas,IsmaelUlloaEc,Directed,1208,,,4
TeneRojas,wilfridolaz,Directed,1211,,,1
TeneRojas,juanfervelasco,Directed,1212,,,1
TeneRojas,marcelaguinaga,Directed,1213,,,1
TeneRojas,ArauzRabascall,Directed,1217,,,1
LawLoreG,PaulCarrascoC,Directed,1218,,,1
LawLoreG,DavoZavo,Directed,1219,,,1
Bellavikina,yakuperezg,Directed,1220,,,2
Bellavikina,RuthdelSalto,Directed,1221,,,1
Bellavikina,ecuarauz,Directed,1222,,,5
Bellavikina,SalimZaidan,Directed,1223,,,1
Bellavikina,MashiRafael,Directed,1225,,,1
Bellavikina,AlbertoAcostaE,Directed,1226,,,1
Bellavikina,LuisaMaldonadoM,Directed,1229,,,1
Bellavikina,Martinminguchi,Directed,1231,,,1
Bellavikina,ricuesta,Directed,1233,,,1
Bellavikina,YouTube,Directed,1234,,,1
lepesOficial,kfcecuador,Directed,1235,,,1
duval75,BuffaloBillsEsp,Directed,1236,,,1
duval75,NFL,Directed,1237,,,1
duval75,Auragalvis95,Directed,1238,,,1
Pablo_Andrade_,ecuarauz,Directed,1239,,,1
robero_m_b,ecuarauz,Directed,1240,,,1
robero_m_b,sanbenito,Directed,1241,,,1
cesargarciarepo,ecuarauz,Directed,1242,,,2
cesargarciarepo,GuillermoCeli,Directed,1243,,,1
cesargarciarepo,fabriciovelav,Directed,1245,,,1
cesargarciarepo,LassoGuillermo,Directed,1246,,,3
cesargarciarepo,LucioGutierrez3,Directed,1247,,,1
cesargarciarepo,CesarMontufar51,Directed,1249,,,1
cesargarciarepo,MashiRafael,Directed,1250,,,2
cesargarciarepo,EcuadorVideo1,Directed,1253,,,1
tefiarroyo,ecuarauz,Directed,1254,,,1
PipoZurita,Expresoec,Directed,1255,,,1
Hrendon70,ecuarauz,Directed,1256,,,3
Hrendon70,cnegobec,Directed,1258,,,2
Hrendon70,lasos,Directed,1260,,,1
Hrendon70,isidroromero_c,Directed,1261,,,1
Hrendon70,MashiRafael,Directed,1263,,,1
Hrendon70,LassoGuillermo,Directed,1264,,,1
MarieVelozS,elcomerciocom,Directed,1265,,,1
MarieVelozS,gugaplaza,Directed,1266,,,1
MarieVelozS,pjfreile,Directed,1267,,,1
jolismazon,soleangusfr,Directed,1268,,,1
wapj_08,iandrade82,Directed,1269,,,3
wapj_08,Vynylplayer,Directed,1270,,,4
wapj_08,mariasolborja,Directed,1271,,,1
wapj_08,jankiOC,Directed,1272,,,1
wapj_08,JeanMedinaZ,Directed,1273,,,1
wapj_08,ByronJTL,Directed,1274,,,1
wapj_08,Carlitalopz8,Directed,1276,,,1
wapj_08,carmenl120,Directed,1277,,,1
wapj_08,Lucimart17,Directed,1278,,,1
wapj_08,Marthat120,Directed,1279,,,1
wapj_08,MaraMo21lks,Directed,1280,,,2
dianamacmor,CREOEcuador,Directed,1286,,,3
dianamacmor,LassoGuillermo,Directed,1287,,,7
dianamacmor,IessGuayas,Directed,1288,,,1
dianamacmor,cnegobec,Directed,1290,,,3
dianamacmor,MACM2013,Directed,1291,,,1
dianamacmor,NathalyHolgui10,Directed,1292,,,2
dianamacmor,PatricioAlarco2,Directed,1295,,,1
dianamacmor,dieguitocazar,Directed,1298,,,1
dianamacmor,Josernandez1,Directed,1300,,,2
dianamacmor,cesarmontufar,Directed,1301,,,2
dianamacmor,CesarMongeO,Directed,1305,,,2
dianamacmor,EcuavisaInforma,Directed,1310,,,1
Cristin78419617,ecuarauz,Directed,1312,,,1
Cristin78419617,maemily10,Directed,1313,,,1
Cristin78419617,NenaCarrion31,Directed,1314,,,1
Cristin78419617,viancafran,Directed,1315,,,1
Cristin78419617,majosetoledor,Directed,1316,,,1
Cristin78419617,shesval_,Directed,1317,,,1
alvaroandradeec,ecuarauz,Directed,1318,,,1
alvaroandradeec,LassoGuillermo,Directed,1319,,,2
alvaroandradeec,yakuperezg,Directed,1320,,,1
alvaroandradeec,CesarMontufar51,Directed,1322,,,1
jalitzaromero,RuthdelSalto,Directed,1323,,,1
jalitzaromero,andrea_pmq,Directed,1324,,,1
flaca0404,CompromisoRC,Directed,1325,,,1
flaca0404,ecuarauz,Directed,1326,,,4
flaca0404,MashiRafael,Directed,1327,,,6
flaca0404,rabascallcarlos,Directed,1328,,,1
flaca0404,RicardoPatinoEC,Directed,1329,,,1
flaca0404,pabelml,Directed,1330,,,1
flaca0404,somos_rc,Directed,1331,,,1
flaca0404,FrenteJovenesRC,Directed,1332,,,1
flaca0404,virgiliohernand,Directed,1333,,,1
flaca0404,VickyDesintonio,Directed,1334,,,1
flaca0404,Sandinin,Directed,1335,,,1
flaca0404,jotalloretv,Directed,1336,,,1
flaca0404,ArauzRabascall,Directed,1337,,,1
flaca0404,marcelaguinaga,Directed,1338,,,1
flaca0404,EbiCamacho1,Directed,1339,,,1
flaca0404,Monchiito_,Directed,1342,,,1
flaca0404,AndresVergara,Directed,1343,,,1
flaca0404,artumoscoso,Directed,1344,,,1
flaca0404,DanteLucif,Directed,1345,,,1
flaca0404,diegosalgadorib,Directed,1346,,,1
flaca0404,LassoGuillermo,Directed,1347,,,1
flaca0404,dieguitocazar,Directed,1348,,,1
flaca0404,ronaldherrera_,Directed,1349,,,1
flaca0404,TheNowhereGirl_,Directed,1350,,,1
flaca0404,cesarp92_,Directed,1351,,,1
flaca0404,PatricioAlarco2,Directed,1352,,,1
flaca0404,AlexitaRosero,Directed,1353,,,2
flaca0404,EDISONSIITO,Directed,1357,,,1
flaca0404,Doceloz,Directed,1360,,,1
flaca0404,orlandojonatha2,Directed,1361,,,1
flaca0404,Garyguevara23,Directed,1362,,,1
flaca0404,EJFrancoL1,Directed,1364,,,1
cedues,Gsopo,Directed,1366,,,1
ynomazuero,ecuarauz,Directed,1367,,,2
ynomazuero,ramiroaguilart,Directed,1368,,,1
ynomazuero,RComunitariosEc,Directed,1369,,,1
ynomazuero,rabascallcarlos,Directed,1371,,,1
ynomazuero,RonnyAleagaS,Directed,1372,,,1
ynomazuero,Sandinin,Directed,1373,,,1
ynomazuero,RodriguezAna_K,Directed,1374,,,1
ynomazuero,literatango,Directed,1375,,,1
ynomazuero,KinttoLucas,Directed,1376,,,1
ynomazuero,carlossagnay,Directed,1377,,,1
Meluzambrano,MashiRafael,Directed,1378,,,1
Meluzambrano,ecuarauz,Directed,1379,,,1
Meluzambrano,RUlcuangoF,Directed,1380,,,1
totoec,edanro90,Directed,1381,,,1
totoec,Jaimefmacias,Directed,1382,,,1
SandryLopezSuma,GuillermoCeli,Directed,1383,,,5
Cevallosangela,ecuarauz,Directed,1388,,,5
Cevallosangela,23Suma,Directed,1389,,,1
Cevallosangela,cnegobec,Directed,1390,,,2
Cevallosangela,GustavoLarreaSi,Directed,1392,,,3
Cevallosangela,LucioGutierrez3,Directed,1393,,,2
Cevallosangela,CesarMontufar51,Directed,1394,,,6
Cevallosangela,LassoGuillermo,Directed,1395,,,4
Cevallosangela,GersonAlmeidaEc,Directed,1401,,,1
Cevallosangela,XimenaPena1,Directed,1402,,,2
Cevallosangela,Lenin,Directed,1405,,,4
Cevallosangela,MashiRafael,Directed,1406,,,2
Cevallosangela,juanfervelasco,Directed,1408,,,2
mariemolia,GuillermoCeli,Directed,1422,,,1
marielamona70,ecuarauz,Directed,1423,,,15
marielamona70,MashiRafael,Directed,1424,,,4
marielamona70,LassoGuillermo,Directed,1425,,,1
marielamona70,Sirenisima,Directed,1426,,,1
marielamona70,panchoteran,Directed,1427,,,1
marielamona70,IsmaelUlloaEc,Directed,1428,,,1
marielamona70,monadeurdesa,Directed,1431,,,4
marielamona70,juanfervelasco,Directed,1432,,,1
marielamona70,soleangusfr,Directed,1434,,,1
marielamona70,amandaasubiar,Directed,1435,,,1
marielamona70,mrjohnkeating,Directed,1439,,,1
marielamona70,guiIIermoo,Directed,1440,,,1
marielamona70,AlmaMiaEcu,Directed,1441,,,1
marielamona70,AXEA65,Directed,1442,,,1
marielamona70,fernandosand,Directed,1445,,,1
marielamona70,MaiadelC,Directed,1446,,,2
marielamona70,piedypv,Directed,1447,,,2
marielamona70,Galoenquito,Directed,1449,,,1
marielamona70,LuisCubillosGye,Directed,1454,,,1
marielamona70,CompromisoRC,Directed,1456,,,1
marielamona70,cendemocratico,Directed,1457,,,1
marielamona70,UNESECUADOR,Directed,1458,,,1
marielamona70,xhervas,Directed,1461,,,1
marielamona70,marielamona70,Directed,1462,,,1
marielamona70,EnriqueChicaZ,Directed,1466,,,1
marielamona70,Escribitor,Directed,1467,,,1
marielamona70,jlgranda,Directed,1469,,,1
marielamona70,viviana_bonilla,Directed,1470,,,1
marielamona70,manuelyepez19,Directed,1473,,,1
marielamona70,GKecuador,Directed,1474,,,1
marielamona70,Twitter,Directed,1475,,,1
marielamona70,esantos1957,Directed,1476,,,1
marielamona70,RafaelCompte,Directed,1477,,,1
DMollocana,ecuarauz,Directed,1478,,,3
DMollocana,LucioGutierrez3,Directed,1479,,,2
veector_ec,SolCongrains,Directed,1483,,,1
veector_ec,ecuarauz,Directed,1484,,,1
veector_ec,LucioGutierrez3,Directed,1485,,,1
veector_ec,XimenaPena1,Directed,1486,,,1
veector_ec,elcomerciocom,Directed,1487,,,1
veector_ec,xhervas,Directed,1488,,,1
veector_ec,alfonso_saltos,Directed,1489,,,1
veector_ec,cnegobec,Directed,1490,,,1
veector_ec,mariasolborja,Directed,1491,,,1
veector_ec,jcarlosaizprua,Directed,1492,,,1
veector_ec,ghidalgoandrade,Directed,1493,,,1
veector_ec,cafedeterelover,Directed,1494,,,1
veector_ec,GiovaAndradeS19,Directed,1495,,,2
veector_ec,yuyalo,Directed,1496,,,1
veector_ec,marcelaguinaga,Directed,1497,,,1
veector_ec,MaJosefaCoronel,Directed,1498,,,1
veector_ec,dieguitocazar,Directed,1499,,,1
veector_ec,Danku_G,Directed,1500,,,1
veector_ec,isidroromero_c,Directed,1502,,,1
veector_ec,yakuperezg,Directed,1503,,,1
JordanEscuderoA,AlecCardenas,Directed,1504,,,1
JordanEscuderoA,Jotaefel,Directed,1505,,,1
JordanEscuderoA,roxyalmina,Directed,1506,,,1
JordanEscuderoA,gabriel__11P,Directed,1507,,,1
JordanEscuderoA,MarcoAnibal,Directed,1508,,,1
AlfreJavier,MargaritaCherrz,Directed,1509,,,1
AlfreJavier,krncita7,Directed,1510,,,1
malariash,RuthdelSalto,Directed,1511,,,1
TeodoroVega,ramirodiez,Directed,1512,,,1
TeodoroVega,eluniversocom,Directed,1513,,,1
HiltonRosado,MashiRafael,Directed,1514,,,1
HiltonRosado,carlosferrin,Directed,1515,,,1
HiltonRosado,mariansabateFM,Directed,1516,,,1
HiltonRosado,cesarlitardo,Directed,1517,,,1
Crismartapia,el_telegrafo,Directed,1518,,,1
Crismartapia,ecuarauz,Directed,1519,,,3
Crismartapia,UNESECUADOR,Directed,1520,,,1
